year,t,Rin,Rli,p,Ta,u,ea
2019,221.0625,146.70589,309.841,94.539,19.591,1.144,0.85354
2019,221.0833333,78.135131,309.3691,94.526,19.512,0.86207,0.875
2019,221.1041667,12.491874,309.3251,94.509,19.03,0.10253,0.88463
2019,221.125,0,306.9396,94.519,18.068,0.26626,0.94116
2019,221.1458333,0,307.0979,94.53,16.753,0.67355,0.97896
2019,221.1666667,0,328.325,94.534,16.505,1.113,0.96887
2019,221.1875,0,349.8331,94.524,16.785,1.8117,0.95112
2019,221.2083333,0,342.8983,94.495,16.51,1.3988,1.0343
2019,221.2291667,0,326.7305,94.496,15.404,1.1002,1.0681
2019,221.25,0,323.0531,94.497,15.776,1.3546,1.1013
2019,221.2708333,0,316.3934,94.472,14.855,0.86677,1.121
2019,221.2916667,0,324.8878,94.458,14.021,0.29667,1.1269
2019,221.3125,0,353.3675,94.437,13.61,1.2621,1.112
2019,221.3333333,0,363.6298,94.43,12.928,0.66886,1.0991
2019,221.3541667,0,342.0777,94.412,12.699,0.68775,1.1038
2019,221.375,0,369.4044,94.401,12.8,0.17405,1.1051
2019,221.3958333,0,373.3234,94.385,13.255,0.18836,1.0928
2019,221.4166667,0,372.5374,94.37,13.516,0.12584,1.095
2019,221.4375,0,368.7734,94.371,13.588,1.4363,1.1113
2019,221.4583333,0,363.5221,94.359,13.285,1.7439,1.1114
2019,221.4791667,0,365.545,94.362,12.914,1.3056,1.1251
2019,221.5,2.6429421,371.6984,94.367,12.88,1.4225,1.1403
2019,221.5208333,13.728704,371.5463,94.356,13.502,2.7973,1.1684
2019,221.5416667,21.212666,373.0238,94.383,13.592,2.7511,1.2037
2019,221.5625,15.210828,372.6768,94.376,13.097,1.5803,1.2497
2019,221.5833333,92.98679,361.4777,94.328,12.453,2.0827,1.2595
2019,221.6041667,228.35745,336.5459,94.295,13.842,1.8269,1.3069
2019,221.625,222.73311,357.6802,94.251,15.001,2.897,1.2584
2019,221.6458333,268.65878,359.5559,94.203,15.498,3.2861,1.2633
2019,221.6666667,296.39444,370.1138,94.187,16.27,3.4833,1.2085
2019,221.6875,361.5101,355.0227,94.157,16.888,3.9814,1.2299
2019,221.7083333,517.65576,353.8645,94.131,18.419,3.8031,1.2857
2019,221.7291667,607.21143,358.7962,94.123,19.198,3.9751,1.326
2019,221.75,623.14709,366.0523,94.12,20.065,4.3039,1.4117
2019,221.7708333,424.82275,372.2304,94.135,20.093,4.5667,1.4656
2019,221.7916667,362.46841,388.8202,94.14,19.409,5.0422,1.5077
2019,221.8125,401.57407,384.2095,94.174,18.5,5.8088,1.5441
2019,221.8333333,178.08974,387.837,94.221,16.702,5.2233,1.5071
2019,221.8541667,351.7754,382.3067,94.221,17.081,5.3484,1.4331
2019,221.875,455.42106,369.017,94.221,17.332,5.1049,1.3936
2019,221.8958333,208.30672,382.5468,94.245,17.284,6.0043,1.429
2019,221.9166667,80.550384,380.7225,94.293,15.262,6.1213,1.3975
2019,221.9375,192.77805,374.1446,94.329,14.806,5.4211,1.3644
2019,221.9583333,251.43371,359.3238,94.338,15.448,5.8813,1.2979
2019,221.9791667,111.20637,366.0823,94.381,14.788,6.3406,1.2308
2019,222,135.30503,366.9885,94.395,14.472,5.0477,1.178
2019,222.0208333,86.265694,368.9905,94.415,14.317,4.9767,1.1814
2019,222.0416667,159.19636,340.0098,94.43,14.444,5.4106,1.1261
2019,222.0625,74.071018,311.8451,94.44,14.118,4.6574,1.0931
2019,222.0833333,25.86168,362.2238,94.451,13.663,3.7311,1.1184
2019,222.1041667,33.564343,330.3283,94.449,13.66,3.5568,1.1371
2019,222.125,9.0925046,297.4454,94.456,13.036,3.2083,1.1224
2019,222.1458333,0,298.1555,94.494,12.388,3.0399,1.127
2019,222.1666667,0,297.1422,94.506,11.992,3.1399,1.1204
2019,222.1875,0,292.845,94.516,11.805,3.5108,1.1069
2019,222.2083333,0,290.1247,94.543,11.605,3.3215,1.1074
2019,222.2291667,0,288.3989,94.576,11.36,3.6451,1.0941
2019,222.25,0,286.8076,94.599,11.068,3.9356,1.0744
2019,222.2708333,0,286.2436,94.631,10.813,3.5061,1.0548
2019,222.2916667,0,285.974,94.646,10.583,3.4529,1.0454
2019,222.3125,0,283.1804,94.672,10.394,3.6281,1.0385
2019,222.3333333,0,281.3251,94.676,9.9992,3.6206,1.0281
2019,222.3541667,0,279.9176,94.676,9.7064,2.9496,1.0252
2019,222.375,0,278.4258,94.677,9.518,2.7716,1.0292
2019,222.3958333,0,276.4311,94.678,9.4107,2.9628,1.0173
2019,222.4166667,0,274.9838,94.688,9.1616,3.1387,1.0076
2019,222.4375,0,273.0957,94.701,8.9955,3.6758,0.99942
2019,222.4583333,0,271.3874,94.708,8.8208,3.5899,0.99689
2019,222.4791667,0,271.2709,94.72,8.9164,3.7393,1.0151
2019,222.5,20.278106,271.2922,94.77,8.9824,2.9723,1.0083
2019,222.5208333,59.748999,273.4058,94.812,9.1021,2.2586,1.0041
2019,222.5416667,115.89189,273.9594,94.852,8.6504,2.0917,0.98942
2019,222.5625,187.76478,273.727,94.861,8.8869,2.0861,1.0205
2019,222.5833333,265.79768,273.7727,94.876,10.159,2.7085,1.0556
2019,222.6041667,353.36057,280.2743,94.897,10.966,3.0111,1.0553
2019,222.625,379.86346,301.5565,94.906,11.277,3.4996,1.0531
2019,222.6458333,417.24636,321.6221,94.89,11.582,3.5232,1.0247
2019,222.6666667,283.18925,326.8624,94.881,11.68,3.185,1.0034
2019,222.6875,408.07214,330.1877,94.87,12.768,3.1843,0.95469
2019,222.7083333,483.43503,313.7748,94.866,12.789,4.7134,0.91881
2019,222.7291667,635.69793,318.6318,94.855,13.747,5.5197,0.85217
2019,222.75,691.66082,301.9594,94.855,13.785,4.885,0.86906
2019,222.7708333,651.03371,319.627,94.857,14.145,5.6019,0.82379
2019,222.7916667,691.5166,310.7593,94.857,14.315,5.1178,0.84541
2019,222.8125,895.2695,310.4437,94.863,15.151,5.4216,0.81925
2019,222.8333333,514.25239,319.087,94.882,14.969,5.5844,0.80974
2019,222.8541667,590.19528,316.2564,94.888,14.997,5.0459,0.80857
2019,222.875,550.64817,305.2255,94.903,14.962,5.0244,0.82759
2019,222.8958333,665.30107,302.45,94.909,15.385,5.5286,0.82729
2019,222.9166667,714.12396,312.3584,94.903,15.801,5.3875,0.79772
2019,222.9375,545.61685,305.2591,94.91,15.586,5.224,0.76887
2019,222.9583333,440.90975,297.717,94.911,15.385,5.799,0.74668
2019,222.9791667,392.67264,297.4662,94.911,15.604,5.2792,0.75407
2019,223,406.09553,307.4026,94.911,15.716,5.1947,0.78242
2019,223.0208333,217.84842,319.0448,94.918,15.191,4.4157,0.81685
2019,223.0416667,218.28132,324.3077,94.918,14.963,4.1981,0.86549
2019,223.0625,140.96421,327.181,94.932,14.89,3.7306,0.85869
2019,223.0833333,60.660102,287.6352,94.942,14.34,2.9962,0.86006
2019,223.1041667,22.854995,284.7145,94.95,13.474,3.1121,0.86694
2019,223.125,4.5075873,288.6972,94.976,13.014,3.2,0.87867
2019,223.1458333,0,286.6461,94.998,12.592,3.1186,0.91052
2019,223.1666667,0,285.2573,95.018,12.205,3.3375,0.91212
2019,223.1875,0,282.5478,95.035,11.626,3.0235,0.89598
2019,223.2083333,0,282.0315,95.054,11.491,2.6517,0.90001
2019,223.2291667,0,281.2765,95.075,11.175,2.0298,0.9031
2019,223.25,0,281.6199,95.104,11.255,1.1976,0.92392
2019,223.2708333,0,281.6553,95.124,10.711,1.2494,0.91464
2019,223.2916667,0,275.0379,95.129,10.363,1.7514,0.92297
2019,223.3125,0,280.5736,95.153,10.342,2.0245,0.88588
2019,223.3333333,0,279.1911,95.161,10.136,2.4907,0.88494
2019,223.3541667,0,277.6553,95.152,10.283,2.9346,0.88067
2019,223.375,0,277.1706,95.168,9.8442,2.7652,0.88598
2019,223.3958333,0,277.2444,95.174,9.7456,2.5896,0.91166
2019,223.4166667,0,276.7763,95.183,9.6988,3.2899,0.88629
2019,223.4375,0,278.0989,95.178,9.7285,2.5887,0.86295
2019,223.4583333,0,274.4748,95.164,8.8214,2.1874,0.85686
2019,223.4791667,0,275.1768,95.152,8.8862,2.8908,0.9191
2019,223.5,21.997105,275.5357,95.142,9.4141,3.2216,0.97192
2019,223.5208333,59.87553,275.449,95.155,9.2841,2.0332,0.99434
2019,223.5416667,120.34695,277.5691,95.154,9.7959,2.0979,1.0167
2019,223.5625,189.92838,273.5094,95.158,10.237,1.6623,1.0455
2019,223.5833333,265.55981,276.9048,95.159,11.639,1.4133,1.0654
2019,223.6041667,342.80123,279.6357,95.162,12.443,1.3939,1.0258
2019,223.625,418.02266,283.7101,95.179,13.283,1.0081,1.0032
2019,223.6458333,463.24408,286.6638,95.198,13.777,1.1827,0.93616
2019,223.6666667,470.5255,306.8519,95.198,14.171,1.7823,0.95151
2019,223.6875,455.15693,300.9065,95.203,13.919,2.2305,0.93487
2019,223.7083333,590.94836,301.5445,95.189,14.493,2.2554,0.90481
2019,223.7291667,737.25978,298.3149,95.158,15.072,2.4676,0.93197
2019,223.75,524.45121,297.9922,95.142,15.276,2.1588,0.93587
2019,223.7708333,564.56263,312.5087,95.125,15.514,2.0839,0.92467
2019,223.7916667,631.67405,307.6092,95.103,15.987,2.1076,0.96014
2019,223.8125,482.48548,312.8637,95.084,16.393,2.2845,0.95898
2019,223.8333333,423.06691,311.1098,95.055,16.632,2.4477,0.95015
2019,223.8541667,531.48833,321.7219,95.032,16.926,2.5791,0.93281
2019,223.875,615.72975,302.2208,95.005,17.238,2.9414,0.91214
2019,223.8958333,646.26118,301.5816,94.985,17.67,3.3295,0.87863
2019,223.9166667,659.4326,301.5147,94.958,17.986,3.3612,0.8585
2019,223.9375,584.60403,302.92,94.928,18.458,2.4433,0.84761
2019,223.9583333,368.06546,306.6206,94.911,18.099,1.8442,0.83501
2019,223.9791667,496.04688,309.514,94.909,18.761,1.9228,0.81089
2019,224,363.3483,302.8096,94.892,18.868,2.1948,0.80741
2019,224.0208333,264.52973,303.352,94.881,18.524,2.3808,0.85762
2019,224.0416667,164.90115,307.4676,94.878,18.421,1.5672,0.92409
2019,224.0625,109.75558,308.4921,94.885,18.159,1.2607,0.95526
2019,224.0833333,45.812005,307.1596,94.886,17.568,1.635,0.97745
2019,224.1041667,13.89453,304.2363,94.886,17.132,2.3974,0.94967
2019,224.125,3.745455,301.4914,94.881,16.578,2.4247,1.0045
2019,224.1458333,0,300.1359,94.875,16.144,2.1427,0.99556
2019,224.1666667,0,307.0571,94.863,16.15,2.1292,0.87384
2019,224.1875,0,302.0968,94.884,13.956,2.6914,0.99954
2019,224.2083333,0,299.9313,94.885,13.876,2.749,1.016
2019,224.2291667,0,298.6815,94.876,13.337,2.0171,1.0377
2019,224.25,0,298.9267,94.869,13.467,1.8718,1.0408
2019,224.2708333,0,299.4342,94.885,13.403,1.756,1.0464
2019,224.2916667,0,300.9574,94.877,13.491,1.3922,1.0626
2019,224.3125,0,298.7917,94.906,11.013,2.369,1.0521
2019,224.3333333,0,293.6439,94.906,10.803,3.5374,1.0479
2019,224.3541667,0,295.7585,94.888,10.976,2.7319,1.0538
2019,224.375,0,298.4981,94.868,10.79,2.8559,1.0533
2019,224.3958333,0,298.6838,94.852,11.461,2.9722,1.0623
2019,224.4166667,0,300.4744,94.855,11.826,2.8031,1.0643
2019,224.4375,0,319.7596,94.862,12.373,2.6008,1.0719
2019,224.4583333,0,329.6434,94.884,11.486,2.6857,1.0646
2019,224.4791667,0,323.7631,94.884,11.72,2.5069,1.0546
2019,224.5,13.860426,312.4175,94.876,11.897,2.4404,1.0565
2019,224.5208333,37.076379,307.1331,94.882,11.501,2.5335,1.0437
2019,224.5416667,69.706902,308.9078,94.884,11.187,2.6808,1.0552
2019,224.5625,133.05343,311.2642,94.89,11.197,2.7127,1.0579
2019,224.5833333,180.61195,312.9761,94.892,11.42,1.3965,1.083
2019,224.6041667,282.40047,310.9317,94.901,13.022,1.6823,1.1104
2019,224.625,275.89899,314.669,94.911,14.802,2.0592,1.1342
2019,224.6458333,260.92752,319.0765,94.914,15.238,2.5092,1.1184
2019,224.6666667,327.41604,318.6728,94.915,15.661,2.8819,1.1057
2019,224.6875,513.01456,316.2197,94.93,16.341,2.7741,1.0902
2019,224.7083333,579.07309,317.5739,94.947,17.094,2.9948,1.0877
2019,224.7291667,439.17161,344.8231,94.95,17.563,2.8763,1.0756
2019,224.75,285.97013,367.1697,94.945,17.523,2.8642,1.0576
2019,224.7708333,361.81865,365.984,94.943,17.764,2.5881,1.0368
2019,224.7916667,379.27718,360.4499,94.94,18.045,2.8907,0.98402
2019,224.8125,330.8757,364.1329,94.934,18.149,2.9149,0.95604
2019,224.8333333,372.76422,368.4034,94.938,18.211,2.3878,0.96486
2019,224.8541667,464.95275,356.4135,94.941,18.475,1.9837,0.99151
2019,224.875,515.28127,361.871,94.94,18.647,1.9675,0.9697
2019,224.8958333,437.89979,355.9993,94.929,18.944,1.3698,0.97102
2019,224.9166667,177.67831,374.8341,94.927,18.726,1.8673,0.95442
2019,224.9375,157.13684,371.2707,94.93,18.57,1.354,0.97911
2019,224.9583333,244.39536,366.7706,94.926,18.869,1.4292,0.93308
2019,224.9791667,193.91388,355.2416,94.925,18.938,0.99054,0.92978
2019,225,262.79241,320.1307,94.927,19.233,0.91094,0.9376
2019,225.0208333,332.11093,323.4876,94.924,19.713,0.88489,0.93573
2019,225.0416667,172.58945,335.2513,94.931,19.384,1.3365,0.93658
2019,225.0625,72.210975,327.1239,94.949,18.743,1.4512,0.98764
2019,225.0833333,33.676498,314.1693,94.969,17.96,0.89063,1.0317
2019,225.1041667,9.7678208,313.514,94.985,17.093,2.108,1.0614
2019,225.125,0,337.8308,95.006,16.718,1.8843,1.0631
2019,225.1458333,0,369.4668,95.03,16.393,1.6352,1.0633
2019,225.1666667,0,368.2738,95.041,16.305,1.1018,1.0741
2019,225.1875,0,341.2345,95.052,15.926,0.86808,1.0724
2019,225.2083333,0,316.4025,95.072,15.378,0.78962,1.0896
2019,225.2291667,0,347.2834,95.085,14.979,0.88959,1.0834
2019,225.25,0,345.8909,95.086,15.16,0.34854,1.0578
2019,225.2708333,0,367.311,95.092,15.055,0.27697,1.0661
2019,225.2916667,0,368.8664,95.094,14.821,0.60553,1.0778
2019,225.3125,0,362.3898,95.098,14.336,0.64052,1.0848
2019,225.3333333,0,334.0805,95.096,14.177,1.5986,1.1086
2019,225.3541667,0,353.8398,95.104,13.619,2.1206,1.1358
2019,225.375,0,364.6788,95.112,13.462,1.7153,1.1512
2019,225.3958333,0,357.9725,95.117,13.571,1.3368,1.1455
2019,225.4166667,0,360.1636,95.112,13.563,1.7166,1.2115
2019,225.4375,0,357.1145,95.114,13.234,2.3556,1.2127
2019,225.4583333,0,351.5474,95.125,12.862,2.19,1.2253
2019,225.4791667,0,356.4624,95.147,13.003,2.5329,1.2172
2019,225.5,7.6280118,356.2212,95.156,12.724,2.1081,1.2147
2019,225.5208333,17.82549,356.3349,95.158,12.447,2.2113,1.1798
2019,225.5416667,52.339469,346.4842,95.168,12.546,2.1991,1.1665
2019,225.5625,97.314447,345.7319,95.164,12.766,1.8373,1.1739
2019,225.5833333,162.59243,347.3937,95.162,13.611,1.9624,1.2001
2019,225.6041667,231.6514,352.8156,95.165,14.631,2.2284,1.1893
2019,225.625,289.85038,353.2449,95.165,15.925,1.901,1.1895
2019,225.6458333,457.56936,331.3286,95.157,17.154,2.4766,1.162
2019,225.6666667,423.43834,355.4371,95.158,17.879,2.7967,1.1436
2019,225.6875,299.55732,374.7429,95.166,18.375,2.8898,1.1529
2019,225.7083333,363.4863,371.8599,95.158,18.346,3.2118,1.2094
2019,225.7291667,332.71528,372.8028,95.143,18.757,3.6287,1.1865
2019,225.75,445.35425,371.8269,95.13,19.062,3.6337,1.14
2019,225.7708333,384.72323,358.0148,95.108,19.321,3.5224,1.1778
2019,225.7916667,577.26221,357.5824,95.088,19.684,3.0833,1.163
2019,225.8125,197.28119,383.0409,95.069,19.651,3.8633,1.1461
2019,225.8333333,351.94017,370.9806,95.068,19.602,4.0028,1.0793
2019,225.8541667,281.23915,372.7127,95.059,19.109,3.47,1.0929
2019,225.875,374.82812,365.8701,95.031,19.57,2.8201,1.1452
2019,225.8958333,309.5371,376.0278,95.007,19.77,2.6411,1.1853
2019,225.9166667,357.57608,376.0427,94.977,19.728,1.5191,1.2024
2019,225.9375,360.37506,374.92,94.955,20.514,2.7183,1.1363
2019,225.9583333,332.57404,362.4521,94.946,20.731,4.7911,1.0139
2019,225.9791667,310.26302,359.1517,94.939,20.6,4.8049,1.0789
2019,226,181.722,373.1414,94.928,20.264,4.6431,1.0568
2019,226.0208333,148.70097,375.9705,94.923,19.754,3.5602,1.0756
2019,226.0416667,65.423953,383.32,94.912,19.301,4.5518,1.1132
2019,226.0625,54.462931,357.5999,94.926,17.221,2.9466,1.2409
2019,226.0833333,47.14491,337.6361,94.927,16.761,2.8403,1.1869
2019,226.1041667,19.622788,354.9765,94.926,15.787,2.9676,1.3044
2019,226.125,0,362.9171,94.927,15.347,1.9312,1.3185
2019,226.1458333,0,371.2848,94.931,15.047,1.5717,1.3495
2019,226.1666667,0,367.6054,94.914,14.709,1.0264,1.3655
2019,226.1875,0,370.8612,94.904,14.74,0.9087,1.349
2019,226.2083333,0,372.6145,94.894,14.611,0.69397,1.3503
2019,226.2291667,0,370.0792,94.872,14.141,1.7644,1.358
2019,226.25,0,352.3454,94.865,13.845,0.63883,1.3535
2019,226.2708333,0,344.036,94.866,13.837,0.18421,1.3432
2019,226.2916667,0,360.5689,94.86,13.921,0.40461,1.3459
2019,226.3125,0,359.7022,94.841,13.876,0.81632,1.3466
2019,226.3333333,0,334.9171,94.814,13.619,0.92164,1.3354
2019,226.3541667,0,359.9693,94.792,13.332,0.76904,1.3252
2019,226.375,0,336.6494,94.769,13.275,0.67475,1.2994
2019,226.3958333,0,329.3765,94.76,13.174,0.50392,1.2934
2019,226.4166667,0,346.6527,94.749,13.151,0.75785,1.2803
2019,226.4375,0,306.098,94.727,12.955,0.55688,1.2665
2019,226.4583333,0,320.6852,94.714,12.835,0.43519,1.258
2019,226.4791667,0,325.661,94.709,12.89,0.34811,1.2485
2019,226.5,0,320.4874,94.7,13.1,0.76145,1.2483
2019,226.5208333,32.53378,305.5121,94.692,13.097,1.3443,1.2601
2019,226.5416667,91.504707,312.9131,94.69,12.926,1.3819,1.2609
2019,226.5625,164.76263,312.3303,94.681,13.281,2.1225,1.3032
2019,226.5833333,236.27656,308.9786,94.686,14.476,1.9079,1.3958
2019,226.6041667,316.06049,315.1402,94.681,14.851,2.9834,1.4325
2019,226.625,393.96441,316.9677,94.675,15.327,3.5525,1.4491
2019,226.6458333,382.49834,326.5445,94.668,15.802,2.4528,1.4378
2019,226.6666667,515.33227,337.1455,94.665,16.455,2.6498,1.4246
2019,226.6875,419.9162,356.0873,94.657,16.559,2.5116,1.4162
2019,226.7083333,453.69012,354.4608,94.639,16.974,2.9482,1.4114
2019,226.7291667,525.04405,351.1585,94.645,17.118,3.8204,1.4064
2019,226.75,631.52798,333.4121,94.632,17.26,3.5631,1.4048
2019,226.7708333,764.8419,316.4519,94.604,18.144,2.7426,1.3344
2019,226.7916667,776.73583,315.6013,94.591,18.355,3.5267,1.3249
2019,226.8125,750.28976,317.7535,94.573,18.572,3.5171,1.3272
2019,226.8333333,753.20368,315.3917,94.549,18.973,3.7792,1.2587
2019,226.8541667,700.57761,316.1878,94.532,19.702,2.7456,1.181
2019,226.875,677.20154,316.1949,94.514,19.997,3.3907,1.1232
2019,226.8958333,600.44546,318.6628,94.514,20.41,3.0248,1.1031
2019,226.9166667,582.03939,318.5526,94.503,20.632,3.2576,1.0294
2019,226.9375,519.19332,320.9949,94.471,20.944,2.8469,1.009
2019,226.9583333,445.34724,321.4169,94.441,20.954,3.0323,1.05
2019,226.9791667,385.29117,320.6849,94.41,20.913,3.1351,1.0702
2019,227,320.8751,321.0477,94.38,21.172,2.6655,1.0391
2019,227.0208333,220.26903,325.3578,94.339,20.947,2.6148,1.1079
2019,227.0416667,171.47295,329.4082,94.333,20.535,3.1594,1.0913
2019,227.0625,83.680879,337.7807,94.327,20.053,2.4289,1.0654
2019,227.0833333,65.154806,338.0736,94.325,19.464,2.0664,1.1072
2019,227.1041667,17.884133,321.4445,94.328,18.783,1.7791,1.1424
2019,227.125,0,316.0454,94.335,17.941,2.1951,1.1643
2019,227.1458333,0,322.7586,94.351,17.098,2.9657,1.1809
2019,227.1666667,0,322.6542,94.337,16.348,3.2142,1.2581
2019,227.1875,0,319.3591,94.32,15.927,3.7975,1.2818
2019,227.2083333,0,325.1556,94.321,15.772,4.0903,1.2906
2019,227.2291667,0,353.8501,94.303,15.407,3.3879,1.2769
2019,227.25,0,369.933,94.246,14.993,2.2942,1.283
2019,227.2708333,0,354.0655,94.204,14.411,2.4308,1.3005
2019,227.2916667,0,352.6245,94.191,13.909,3.203,1.3018
2019,227.3125,0,361.6049,94.164,13.752,3.1011,1.2932
2019,227.3333333,0,360.0987,94.179,13.91,3.758,1.2941
2019,227.3541667,0,344.7431,94.157,14.527,3.5817,1.2992
2019,227.375,0,322.7852,94.106,14.22,3.2334,1.3079
2019,227.3958333,0,344.1484,94.118,13.879,3.7398,1.3211
2019,227.4166667,0,364.8031,94.078,13.579,3.5529,1.3677
2019,227.4375,0,342.9246,94.061,13.299,2.7009,1.3742
2019,227.4583333,0,338.5306,94.068,12.602,3.2766,1.3568
2019,227.4791667,0,362.3988,94.072,12.538,2.7982,1.3715
2019,227.5,5.6435086,364.8752,94.075,12.958,2.5359,1.3745
2019,227.5208333,20.367177,362.6292,94.075,13.597,2.8507,1.3786
2019,227.5416667,39.914346,357.6761,94.074,14.049,2.5677,1.3747
2019,227.5625,97.041514,322.4872,94.086,14.299,3.1652,1.3832
2019,227.5833333,241.48768,312.7085,94.094,15.033,3.8506,1.4258
2019,227.6041667,319.13785,311.5243,94.098,15.547,4.5005,1.4351
2019,227.625,405.54802,314.5319,94.092,16.077,4.0889,1.4553
2019,227.6458333,464.83819,315.8312,94.094,16.622,4.1839,1.4264
2019,227.6666667,543.30836,320.9633,94.09,17.393,3.9134,1.3473
2019,227.6875,505.64853,330.694,94.082,17.512,4.2078,1.3214
2019,227.7083333,574.02869,326.2626,94.073,18.267,3.8783,1.2933
2019,227.7291667,640.85886,334.6049,94.069,18.737,4.0478,1.2434
2019,227.75,620.25903,347.3013,94.068,19.358,3.9306,1.2342
2019,227.7708333,666.5492,336.2773,94.065,19.358,5.7384,1.1865
2019,227.7916667,581.99937,353.9791,94.065,19.822,4.5903,1.2038
2019,227.8125,513.11954,367.7014,94.055,19.79,4.698,1.2247
2019,227.8333333,294.39971,352.7427,94.044,19.725,4.1508,1.1972
2019,227.8541667,406.72987,364.5842,94.037,20.158,3.2137,1.2308
2019,227.875,547.63004,348.2964,94.001,20.921,3.7305,1.195
2019,227.8958333,559.36021,345.6585,93.978,21.329,4.4145,1.1573
2019,227.9166667,581.63038,350.3546,93.966,21.541,4.2032,1.1796
2019,227.9375,591.33055,344.066,93.956,22.033,4.0129,1.1883
2019,227.9583333,577.98072,354.6372,93.952,21.845,4.6049,1.1702
2019,227.9791667,429.98089,328.9351,93.951,21.666,4.236,1.1805
2019,228,300.31106,327.1532,93.942,21.397,3.4632,1.1771
2019,228.0208333,274.23122,331.6036,93.928,21.571,3.045,1.206
2019,228.0416667,130.43139,338.6185,93.931,21.005,2.9635,1.2278
2019,228.0625,116.26156,352.7077,93.932,20.576,2.3884,1.2502
2019,228.0833333,36.383729,326.68,93.923,20.159,2.0118,1.2753
2019,228.1041667,6.7015981,325.213,93.908,19.522,1.8857,1.2611
2019,228.125,0,332.9986,93.907,18.734,1.8342,1.2753
2019,228.1458333,0,332.3468,93.898,18.501,1.8138,1.268
2019,228.1666667,0,331.4566,93.888,18.546,2.0125,1.2744
2019,228.1875,0,335.3367,93.874,18.11,1.2879,1.2846
2019,228.2083333,0,337.9862,93.848,16.689,1.1407,1.2933
2019,228.2291667,0,341.1325,93.835,16.137,1.0013,1.3296
2019,228.25,0,336.7334,93.818,15.905,1.0185,1.3102
2019,228.2708333,0,350.8179,93.794,14.732,1.035,1.3018
2019,228.2916667,0,354.7406,93.765,14.389,0.76762,1.2825
2019,228.3125,0,366.3509,93.725,13.909,1.1276,1.3112
2019,228.3333333,0,370.7335,93.69,13.828,1.3714,1.3032
2019,228.3541667,0,374.2797,93.667,13.285,1.5343,1.2656
2019,228.375,0,384.7613,93.684,13.894,2.7483,1.356
2019,228.3958333,0,378.4929,93.646,13.801,0.79956,1.404
2019,228.4166667,0,382.026,93.622,13.965,0.97258,1.4437
2019,228.4375,0,380.0563,93.587,14.001,0.85077,1.4608
2019,228.4583333,0,375.632,93.547,13.311,0.88004,1.393
2019,228.4791667,0,382.3505,93.528,13.146,0.36497,1.4005
2019,228.5,0,391.5977,93.514,13.365,1.4366,1.4295
2019,228.5208333,6.1686813,384.7922,93.482,13.449,2.0423,1.4765
2019,228.5416667,21.962842,378.2258,93.449,13.711,2.611,1.5186
2019,228.5625,29.582703,379.7332,93.418,13.838,2.7318,1.5427
2019,228.5833333,47.332563,381.9726,93.406,13.931,2.9179,1.559
2019,228.6041667,92.095424,378.6479,93.393,14.276,3.0263,1.592
2019,228.625,140.77828,368.7622,93.367,14.594,3.2377,1.5965
2019,228.6458333,191.02515,373.9435,93.35,14.842,3.2709,1.6028
2019,228.6666667,136.86201,383.5619,93.333,14.797,4.1539,1.5832
2019,228.6875,166.10887,376.6377,93.326,14.772,3.9428,1.5814
2019,228.7083333,177.57573,380.5156,93.313,14.93,3.3882,1.5892
2019,228.7291667,284.67259,380.2225,93.284,15.342,4.0726,1.5861
2019,228.75,96.868448,392.2268,93.259,15.289,3.6375,1.5874
2019,228.7708333,350.15631,376.3688,93.247,15.581,4.3228,1.595
2019,228.7916667,181.57317,386.1112,93.228,15.906,3.719,1.5628
2019,228.8125,355.04003,376.5241,93.2,15.97,4.0446,1.5508
2019,228.8333333,267.56689,382.6447,93.171,16.429,4.6598,1.5479
2019,228.8541667,470.01375,368.6466,93.163,15.862,3.3057,1.6175
2019,228.875,472.98061,352.4986,93.148,16.678,4.1233,1.5757
2019,228.8958333,523.04747,350.514,93.134,17.394,4.6592,1.4779
2019,228.9166667,130.14433,382.7767,93.144,16.925,5.1337,1.3928
2019,228.9375,246.39119,367.6505,93.156,15.658,4.8241,1.3036
2019,228.9583333,337.72805,355.828,93.137,17.046,5.9313,1.2993
2019,228.9791667,220.40492,362.5329,93.127,16.816,5.5632,1.2795
2019,229,127.12178,372.7657,93.128,16.523,5.2056,1.3125
2019,229.0208333,107.19564,347.9958,93.119,15.236,4.9957,1.3633
2019,229.0416667,87.272497,367.6263,93.12,15.106,5.3145,1.2653
2019,229.0625,102.61936,353.0089,93.111,14.948,5.0005,1.2903
2019,229.0833333,10.308619,375.9023,93.125,14.276,6.0046,1.2245
2019,229.1041667,10.538279,348.5024,93.14,13.35,4.8555,1.1764
2019,229.125,0,345.019,93.16,13.22,5.3,1.1194
2019,229.1458333,0,313.1802,93.164,12.581,4.7809,1.0824
2019,229.1666667,0,345.6023,93.158,11.986,6.3511,1.0205
2019,229.1875,0,356.1519,93.152,11.556,6.8828,0.97451
2019,229.2083333,0,351.6226,93.157,10.628,6.0706,0.98373
2019,229.2291667,0,353.5362,93.171,9.6667,6.331,0.99083
2019,229.25,0,356.5872,93.169,8.4142,5.7263,1.0352
2019,229.2708333,0,356.3451,93.158,8.2041,5.558,1.0418
2019,229.2916667,0,355.7585,93.133,7.9488,5.7456,1.0294
2019,229.3125,0,352.1599,93.109,7.8544,6.3121,1.0071
